year,race_name,session_name,session_kind,team,reference_driver_code,comparison_driver_code,raw_laps,reference_raw_laps,comparison_raw_laps,missing_lap_time_laps,pit_laps,deleted_laps,inaccurate_laps,lap1_laps,final_driver_laps,non_green_laps,sc_vsc_laps,large_position_change_laps,stint_outlier_laps,lap_level_weather_unreliable_laps,weather_mode_excluded_laps,non_quick_qualifying_laps,valid_laps,candidate_matched_pairs,matched_pair_rows,skip_reason
2026,British Grand Prix,Race,race,Alpine,COL,GAS,104,52,52,2,8,0,23,2,2,24,18,1,13,0,0,0,66,28,28,
2026,British Grand Prix,Race,race,Aston Martin,ALO,STR,102,51,51,2,9,0,22,2,2,24,17,0,10,0,0,0,69,28,28,
2026,British Grand Prix,Race,race,Audi,BOR,HUL,89,52,37,2,8,0,20,2,2,16,12,2,6,0,0,0,62,22,22,
2026,British Grand Prix,Race,race,Cadillac,BOT,PER,104,52,52,0,8,0,25,2,2,24,20,1,10,0,0,0,68,25,25,
2026,British Grand Prix,Race,race,Ferrari,HAM,LEC,104,52,52,5,8,0,21,2,2,21,15,1,4,0,0,0,75,32,32,
2026,British Grand Prix,Race,race,Haas F1 Team,BEA,OCO,104,52,52,0,8,0,25,2,2,25,21,2,9,0,0,0,69,24,24,
2026,British Grand Prix,Race,race,McLaren,NOR,PIA,104,52,52,2,12,0,25,2,2,23,18,4,7,0,0,0,69,12,12,
2026,British Grand Prix,Race,race,Mercedes,ANT,RUS,104,52,52,3,10,0,28,2,2,22,16,3,8,0,0,0,66,18,18,
2026,British Grand Prix,Race,race,Racing Bulls,LAW,LIN,104,52,52,2,8,0,25,2,2,23,19,0,7,0,0,0,70,30,30,
2026,British Grand Prix,Race,race,Red Bull Racing,HAD,VER,99,52,47,2,10,0,20,2,2,18,14,2,4,0,0,0,73,32,32,
2026,British Grand Prix,Race,race,Williams,ALB,SAI,95,43,52,1,15,0,23,2,2,17,11,1,12,0,0,0,58,11,11,
2026,British Grand Prix,Qualifying,qualifying,Alpine,COL,GAS,17,5,12,6,12,0,12,2,2,7,0,0,0,0,0,0,2,0,0,insufficient_matched_pairs
2026,British Grand Prix,Qualifying,qualifying,Aston Martin,ALO,STR,18,9,9,5,12,0,12,2,2,4,0,0,0,0,0,0,4,2,0,insufficient_matched_pairs
2026,British Grand Prix,Qualifying,qualifying,Audi,BOR,HUL,25,10,15,9,17,0,17,2,2,5,0,0,0,0,0,0,8,3,3,
2026,British Grand Prix,Qualifying,qualifying,Cadillac,BOT,PER,17,8,9,7,12,0,12,2,2,4,0,0,0,0,0,0,4,1,0,insufficient_matched_pairs
2026,British Grand Prix,Qualifying,qualifying,Ferrari,HAM,LEC,35,17,18,12,20,0,20,2,2,4,0,0,0,0,0,2,11,4,4,
2026,British Grand Prix,Qualifying,qualifying,Haas F1 Team,BEA,OCO,24,15,9,8,16,0,16,2,2,5,0,0,0,0,0,0,6,2,0,insufficient_matched_pairs
2026,British Grand Prix,Qualifying,qualifying,McLaren,NOR,PIA,35,17,18,14,24,0,24,2,2,7,0,0,0,0,0,0,10,4,4,
2026,British Grand Prix,Qualifying,qualifying,Mercedes,ANT,RUS,36,19,17,16,24,0,24,2,2,6,0,0,0,0,0,1,10,4,4,
2026,British Grand Prix,Qualifying,qualifying,Racing Bulls,LAW,LIN,37,20,17,15,26,0,26,2,2,8,0,0,0,0,0,0,9,3,3,
2026,British Grand Prix,Qualifying,qualifying,Red Bull Racing,HAD,VER,36,18,18,14,24,0,24,2,2,7,0,0,0,0,0,0,11,4,4,
2026,British Grand Prix,Qualifying,qualifying,Williams,ALB,SAI,29,14,15,10,20,0,20,2,2,6,0,0,0,0,0,0,7,3,3,
2026,Belgian Grand Prix,Race,race,Alpine,COL,GAS,88,44,44,6,4,0,17,2,2,15,13,4,8,0,0,0,59,24,24,
2026,Belgian Grand Prix,Race,race,Aston Martin,ALO,STR,67,42,25,6,7,0,19,2,2,18,16,2,4,0,0,0,42,15,15,
2026,Belgian Grand Prix,Race,race,Audi,BOR,HUL,88,44,44,6,4,0,14,2,2,16,14,0,6,0,0,0,64,30,30,
2026,Belgian Grand Prix,Race,race,Cadillac,BOT,PER,56,43,13,6,8,0,14,2,2,12,10,1,5,0,0,0,34,4,0,insufficient_matched_pairs
2026,Belgian Grand Prix,Race,race,Ferrari,HAM,LEC,88,44,44,6,4,0,15,2,2,16,14,1,5,0,0,0,64,29,29,
2026,Belgian Grand Prix,Race,race,Haas F1 Team,BEA,OCO,88,44,44,5,8,0,15,2,2,15,13,1,5,0,0,0,64,26,26,
2026,Belgian Grand Prix,Race,race,McLaren,NOR,PIA,88,44,44,6,4,0,16,2,2,16,14,1,8,0,0,0,60,19,19,
2026,Belgian Grand Prix,Race,race,Mercedes,ANT,RUS,45,44,1,4,2,0,9,2,2,9,8,1,2,0,0,0,32,0,0,missing_lap_time_data
2026,Belgian Grand Prix,Race,race,Racing Bulls,LAW,LIN,88,44,44,6,4,0,18,2,2,16,14,2,7,0,0,0,60,25,25,
2026,Belgian Grand Prix,Race,race,Red Bull Racing,HAD,VER,88,44,44,5,7,0,15,2,2,16,14,3,4,0,0,0,64,19,19,
2026,Belgian Grand Prix,Race,race,Williams,ALB,SAI,88,44,44,6,4,0,17,2,2,15,13,1,4,0,0,0,63,17,17,
2026,Belgian Grand Prix,Qualifying,qualifying,Alpine,COL,GAS,24,12,12,9,16,0,16,2,2,2,0,0,0,0,0,0,8,4,4,
2026,Belgian Grand Prix,Qualifying,qualifying,Aston Martin,ALO,STR,14,6,8,6,10,0,10,2,2,0,0,0,0,0,0,0,4,2,0,insufficient_matched_pairs
2026,Belgian Grand Prix,Qualifying,qualifying,Audi,BOR,HUL,30,18,12,12,20,0,20,2,2,3,0,0,0,0,0,0,10,4,4,
2026,Belgian Grand Prix,Qualifying,qualifying,Cadillac,BOT,PER,16,8,8,4,8,0,8,2,2,0,0,0,2,0,0,2,6,3,3,
2026,Belgian Grand Prix,Qualifying,qualifying,Ferrari,HAM,LEC,33,15,18,14,22,0,22,2,2,3,0,0,0,0,0,0,11,3,3,
2026,Belgian Grand Prix,Qualifying,qualifying,Haas F1 Team,BEA,OCO,18,12,6,6,12,0,12,2,2,1,0,0,0,0,0,0,6,2,0,insufficient_matched_pairs
2026,Belgian Grand Prix,Qualifying,qualifying,McLaren,NOR,PIA,28,11,17,13,20,0,20,2,2,3,0,0,0,0,0,0,8,3,3,
2026,Belgian Grand Prix,Qualifying,qualifying,Mercedes,ANT,RUS,33,15,18,12,22,0,22,2,2,3,0,0,0,0,0,0,11,3,3,
2026,Belgian Grand Prix,Qualifying,qualifying,Racing Bulls,LAW,LIN,30,12,18,12,20,0,20,2,2,3,0,0,0,0,0,0,10,4,4,
2026,Belgian Grand Prix,Qualifying,qualifying,Red Bull Racing,HAD,VER,25,13,12,10,18,0,18,2,2,3,0,0,0,0,0,0,7,2,0,insufficient_matched_pairs
2026,Belgian Grand Prix,Qualifying,qualifying,Williams,ALB,SAI,18,6,12,7,12,0,12,2,2,1,0,0,0,0,0,0,6,2,0,insufficient_matched_pairs
2026,Hungarian Grand Prix,Race,race,Alpine,COL,GAS,137,68,69,0,10,0,13,2,2,8,3,2,16,0,0,0,105,37,37,
2026,Hungarian Grand Prix,Race,race,Aston Martin,ALO,STR,138,69,69,0,8,0,12,2,2,8,4,1,16,0,0,0,106,37,37,
2026,Hungarian Grand Prix,Race,race,Audi,BOR,HUL,138,69,69,0,6,0,12,2,2,8,4,1,15,0,0,0,107,33,33,
2026,Hungarian Grand Prix,Race,race,Cadillac,BOT,PER,62,14,48,1,7,0,8,2,2,3,0,0,5,0,0,0,47,11,11,
2026,Hungarian Grand Prix,Race,race,Ferrari,HAM,LEC,140,70,70,0,12,0,14,2,2,8,4,3,9,0,0,0,111,48,48,
2026,Hungarian Grand Prix,Race,race,Haas F1 Team,BEA,OCO,136,68,68,0,8,0,14,2,2,8,4,3,15,0,0,0,104,40,40,
2026,Hungarian Grand Prix,Race,race,McLaren,NOR,PIA,126,70,56,1,10,0,13,2,2,7,3,2,13,0,0,0,97,39,39,
2026,Hungarian Grand Prix,Race,race,Mercedes,ANT,RUS,140,70,70,0,8,0,13,2,2,8,4,2,13,0,0,0,108,43,43,
2026,Hungarian Grand Prix,Race,race,Racing Bulls,LAW,LIN,138,69,69,0,6,0,12,2,2,9,4,2,16,0,0,0,104,29,29,
2026,Hungarian Grand Prix,Race,race,Red Bull Racing,HAD,VER,140,70,70,0,8,0,13,2,2,8,3,4,12,0,0,0,109,32,32,
2026,Hungarian Grand Prix,Race,race,Williams,ALB,SAI,136,68,68,0,10,0,12,2,2,9,4,2,13,0,0,0,106,28,28,
2026,Hungarian Grand Prix,Qualifying,qualifying,Alpine,COL,GAS,24,12,12,9,16,0,16,2,2,3,0,0,0,0,0,0,6,3,3,
2026,Hungarian Grand Prix,Qualifying,qualifying,Aston Martin,ALO,STR,23,15,8,8,16,0,16,2,2,1,0,0,0,0,0,0,7,2,0,insufficient_matched_pairs
2026,Hungarian Grand Prix,Qualifying,qualifying,Audi,BOR,HUL,28,11,17,10,19,0,19,2,2,5,0,0,0,0,0,0,7,3,3,
2026,Hungarian Grand Prix,Qualifying,qualifying,Cadillac,BOT,PER,19,10,9,6,12,0,12,2,2,0,0,0,0,0,0,1,6,3,3,
2026,Hungarian Grand Prix,Qualifying,qualifying,Ferrari,HAM,LEC,35,15,20,13,22,0,22,2,2,8,0,0,1,0,0,1,11,3,3,
2026,Hungarian Grand Prix,Qualifying,qualifying,Haas F1 Team,BEA,OCO,18,6,12,6,12,0,12,2,2,1,0,0,0,0,0,0,5,2,0,insufficient_matched_pairs
2026,Hungarian Grand Prix,Qualifying,qualifying,McLaren,NOR,PIA,31,16,15,12,20,0,20,2,2,7,0,0,0,0,0,2,6,3,3,
2026,Hungarian Grand Prix,Qualifying,qualifying,Mercedes,ANT,RUS,39,20,19,13,23,0,23,2,2,8,0,0,0,0,0,2,9,4,4,
2026,Hungarian Grand Prix,Qualifying,qualifying,Racing Bulls,LAW,LIN,30,12,18,11,20,0,20,2,2,5,0,0,0,0,0,0,7,3,3,
2026,Hungarian Grand Prix,Qualifying,qualifying,Red Bull Racing,HAD,VER,32,14,18,13,22,0,22,2,2,8,0,0,0,0,0,0,8,3,3,
2026,Hungarian Grand Prix,Qualifying,qualifying,Williams,ALB,SAI,18,9,9,4,12,0,12,2,2,0,0,0,0,0,0,0,6,3,3,
2026,Dutch Grand Prix,Race,race,Alpine,COL,GAS,141,70,71,4,14,0,28,2,2,19,10,3,11,10,0,0,96,21,21,
2026,Dutch Grand Prix,Race,race,Aston Martin,ALO,STR,116,71,45,5,11,0,20,2,2,14,5,3,9,7,0,0,82,18,18,
2026,Dutch Grand Prix,Race,race,Audi,BOR,HUL,142,71,71,5,14,0,26,2,2,19,10,3,18,6,0,0,93,18,18,
2026,Dutch Grand Prix,Race,race,Cadillac,BOT,PER,131,61,70,5,14,0,23,2,2,17,9,1,8,8,0,0,95,41,41,
2026,Dutch Grand Prix,Race,race,Ferrari,HAM,LEC,144,72,72,4,14,0,24,2,2,19,10,2,10,14,0,0,100,30,30,
2026,Dutch Grand Prix,Race,race,Haas F1 Team,BEA,OCO,55,2,53,4,7,0,11,2,2,7,1,2,6,4,0,0,37,0,0,teammate_dnf_no_matched_laps
2026,Dutch Grand Prix,Race,race,McLaren,NOR,PIA,144,72,72,4,14,0,25,2,2,17,9,1,10,12,0,0,98,31,31,
2026,Dutch Grand Prix,Race,race,Mercedes,ANT,RUS,144,72,72,4,14,0,25,2,2,17,9,0,11,13,0,0,99,31,31,
2026,Dutch Grand Prix,Race,race,Racing Bulls,LIN,TSU,142,71,71,4,12,0,26,2,2,19,10,4,11,4,0,0,102,11,11,
2026,Dutch Grand Prix,Race,race,Red Bull Racing,LAW,VER,73,72,1,3,6,0,14,2,2,10,5,0,4,3,0,0,54,0,0,missing_lap_time_data
2026,Dutch Grand Prix,Race,race,Williams,ALB,SAI,136,66,70,5,13,0,27,2,2,18,10,2,7,7,0,0,99,16,16,
2026,Dutch Grand Prix,Qualifying,qualifying,Alpine,COL,GAS,27,13,14,10,20,0,20,2,2,0,0,0,0,5,0,0,7,3,3,
2026,Dutch Grand Prix,Qualifying,qualifying,Aston Martin,ALO,STR,20,10,10,6,12,0,12,2,2,0,0,0,0,3,0,2,6,3,3,
2026,Dutch Grand Prix,Qualifying,qualifying,Audi,BOR,HUL,41,22,19,12,26,0,26,2,2,1,0,0,0,6,0,4,8,2,0,insufficient_matched_pairs
2026,Dutch Grand Prix,Qualifying,qualifying,Cadillac,BOT,PER,20,10,10,6,12,0,12,2,2,0,0,0,0,4,0,2,6,3,3,
2026,Dutch Grand Prix,Qualifying,qualifying,Ferrari,HAM,LEC,48,25,23,13,22,0,22,2,2,2,0,0,0,5,0,14,10,3,3,
2026,Dutch Grand Prix,Qualifying,qualifying,Haas F1 Team,BEA,OCO,28,11,17,6,16,0,16,2,2,0,0,0,0,4,0,6,6,2,0,insufficient_matched_pairs
2026,Dutch Grand Prix,Qualifying,qualifying,McLaren,NOR,PIA,42,21,21,12,24,0,24,2,2,2,0,0,0,2,0,6,12,4,4,
2026,Dutch Grand Prix,Qualifying,qualifying,Mercedes,ANT,RUS,41,21,20,10,24,0,24,2,2,2,0,0,0,3,0,6,11,3,3,
2026,Dutch Grand Prix,Qualifying,qualifying,Racing Bulls,LIN,TSU,37,22,15,12,24,0,24,2,2,1,0,0,0,6,0,1,12,5,5,
2026,Dutch Grand Prix,Qualifying,qualifying,Red Bull Racing,LAW,VER,47,25,22,11,22,0,22,2,2,2,0,0,0,3,0,13,11,4,4,
2026,Dutch Grand Prix,Qualifying,qualifying,Williams,ALB,SAI,26,16,10,8,16,0,16,2,2,0,0,0,0,3,0,2,7,2,0,insufficient_matched_pairs
