reference_driver_code,comparison_driver_code,team,year,race_name,session_name,session_kind,matched_gap_median_s,matched_gap_se_s,n_matched_pairs,weather_bucket,skip_reason
ALO,STR,Aston Martin,2026,Dutch Grand Prix,Qualifying,qualifying,0.4959999999999951,0.1746694707956357,3,dry,
ANT,RUS,Mercedes,2026,Dutch Grand Prix,Qualifying,qualifying,-0.1799999999999926,0.14723908198322425,3,dry,
BOT,PER,Cadillac,2026,Dutch Grand Prix,Qualifying,qualifying,0.2289999999999992,0.058794580555549196,3,dry,
COL,GAS,Alpine,2026,Dutch Grand Prix,Qualifying,qualifying,-0.10599999999999454,0.08028504301632146,3,dry,
HAM,LEC,Ferrari,2026,Dutch Grand Prix,Qualifying,qualifying,-0.060000000000002274,0.19075625365189866,3,dry,
LAW,VER,Red Bull Racing,2026,Dutch Grand Prix,Qualifying,qualifying,-0.1150000000000091,0.052619725831160966,3,dry,
LAW,VER,Red Bull Racing,2026,Dutch Grand Prix,Qualifying,qualifying,,,1,wet,insufficient_matched_pairs
LIN,TSU,Racing Bulls,2026,Dutch Grand Prix,Qualifying,qualifying,0.007999999999995566,0.1304272275166389,5,dry,
NOR,PIA,McLaren,2026,Dutch Grand Prix,Qualifying,qualifying,0.14200000000001012,0.09557689426696118,3,dry,
NOR,PIA,McLaren,2026,Dutch Grand Prix,Qualifying,qualifying,,,1,wet,insufficient_matched_pairs
BOR,HUL,Audi,2026,Dutch Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
BEA,OCO,Haas F1 Team,2026,Dutch Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
ALB,SAI,Williams,2026,Dutch Grand Prix,Qualifying,qualifying,,,0,,insufficient_matched_pairs
